subject_class,property,subject_count,class_instance_count,object_count,min,max,avg,property_types,object_types
http://publications.europa.eu/ontology/euvoc#XlNotation,http://publications.europa.eu/ontology/euvoc#xlCodification,14,14,14,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://purl.org/dc/terms/created,14,14,3,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://publications.europa.eu/ontology/euvoc#startDate,13,14,4,0,1,0.928571,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://publications.europa.eu/ontology/euvoc#status,14,14,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,14,14,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://publications.europa.eu/ontology/euvoc#startDate,33,33,20,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/modified,2,33,1,0,1,0.060606,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/creator,33,33,11,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/created,33,33,7,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,33,33,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/source,3,33,3,0,1,0.090909,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://publications.europa.eu/ontology/euvoc#xlNote,33,33,33,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2008/05/skos-xl#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#label,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2004/02/skos/core#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/euvoc#startDate,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#imports,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/title,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#versionInfo,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/created,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/authority/table.version.number,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#comment,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#versionIRI,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,1,2,2,2,2,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/identifier,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/authority/table.id,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/authority/prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlNotation,14,46,14,0,1,0.304348,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/elements/1.1/identifier,46,46,46,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#narrower,8,46,44,0,27,0.956522,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/dateAccepted,44,46,6,0,1,0.956522,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2002/07/owl#versionInfo,46,46,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://lemon-model.net/lemon#context,45,46,2,0,2,1.043478,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/dateSubmitted,44,46,6,0,1,0.956522,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#topConceptOf,2,46,1,0,1,0.043478,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#startDate,46,46,21,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlDefinition,33,46,33,0,1,0.717391,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/created,46,46,9,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#status,46,46,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,44,46,8,0,1,0.956522,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#notation,14,46,14,0,1,0.304348,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/op-code,46,46,46,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/deprecated,46,46,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/resource/authority/op-code,46,46,46,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#prefLabel,46,46,1102,24,24,24,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#definition,33,46,33,0,1,0.717391,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#prefLabel,46,46,1104,24,24,24,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/modified,8,46,3,0,1,0.173913,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#altLabel,45,46,1170,0,48,25.43478,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/op-mapped-code,13,46,13,0,1,0.282609,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#inScheme,46,46,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/authority-code,46,46,46,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#altLabel,45,46,1165,0,48,25.3913,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/start.use,46,46,21,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,46,46,2,2,2,2,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/euvoc#startDate,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#imports,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/title,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionInfo,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/created,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2000/01/rdf-schema#comment,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/table.version.number,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2008/05/skos-xl#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2000/01/rdf-schema#label,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2004/02/skos/core#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,1,2,2,2,2,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/identifier,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/table.id,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionIRI,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://lexvo.org/ontology#script,178,2275,2,0,1,0.078242,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#startDate,2275,2275,23,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.lexinfo.net/ontology/2.0/lexinfo#number,2250,2275,2,0,1,0.989011,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2008/05/skos-xl#literalForm,2275,2275,2268,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2000/01/rdf-schema#label,2275,2275,2268,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2275,2275,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#status,2275,2275,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/type,2275,2275,2,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/created,2275,2275,11,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/modified,144,2275,5,0,1,0.063297,http://www.w3.org/2002/07/owl#DatatypeProperty,
