subject_class,property,subject_count,class_instance_count,object_count,min,max,avg,property_types,object_types
http://publications.europa.eu/ontology/euvoc#Currency,http://www.w3.org/2004/02/skos/core#historyNote,55,288,63,0,3,0.236111,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://www.opengis.net/ont/geosparql#sfWithin,273,288,257,0,36,1.305556,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://purl.org/dc/terms/dateAccepted,29,288,9,0,1,0.100694,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://www.w3.org/2004/02/skos/core#definition,276,288,268,0,2,0.96875,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://www.w3.org/2004/02/skos/core#altLabel,273,288,2912,0,61,27.49653,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://publications.europa.eu/ontology/authority/authority-code,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://publications.europa.eu/ontology/authority/op-code,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://publications.europa.eu/resource/authority/op-code,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://www.w3.org/2004/02/skos/core#prefLabel,288,288,5915,2,24,23.26389,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://publications.europa.eu/ontology/euvoc#startDate,288,288,120,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://publications.europa.eu/ontology/euvoc#xlHistoryNote,55,288,68,0,3,0.236111,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#Currency,http://purl.org/dc/terms/dateSubmitted,29,288,9,0,1,0.100694,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://purl.org/dc/terms/type,466,466,2,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://publications.europa.eu/ontology/euvoc#xlCodification,466,466,466,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://purl.org/dc/terms/created,1,466,1,0,1,0.002146,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://publications.europa.eu/ontology/euvoc#status,466,466,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNotation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,466,466,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/creator,279,347,8,0,1,0.804035,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://publications.europa.eu/ontology/euvoc#endDate,132,347,75,0,1,0.380403,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,347,347,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://publications.europa.eu/ontology/euvoc#xlNote,347,347,331,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://publications.europa.eu/ontology/euvoc#startDate,341,347,122,0,1,0.982709,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/source,271,347,264,0,1,0.78098,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/created,347,347,27,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/modified,7,347,3,0,1,0.020173,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2008/05/skos-xl#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#label,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2004/02/skos/core#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/euvoc#startDate,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#imports,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/title,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#versionInfo,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/created,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/authority/table.version.number,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#comment,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#versionIRI,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,1,2,2,2,2,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/identifier,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/authority/table.id,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2002/07/owl#Ontology,http://publications.europa.eu/ontology/authority/prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.opengis.net/ont/geosparql#sfWithin,273,288,257,0,36,1.305556,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#altLabel,273,288,2912,0,61,27.49653,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/authority-code,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#definition,276,288,268,0,2,0.96875,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/dateAccepted,29,288,9,0,1,0.100694,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/modified,10,288,7,0,1,0.034722,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#prefLabel,288,288,6700,2,24,23.26389,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/end.use,107,288,73,0,1,0.371528,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/deprecated,288,288,2,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#historyNote,55,288,63,0,3,0.236111,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2002/07/owl#versionInfo,288,288,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/dateSubmitted,29,288,9,0,1,0.100694,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlHistoryNote,55,288,68,0,3,0.236111,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/op-code,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/resource/authority/op-code,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#startDate,288,288,120,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#prefLabel,288,288,5915,2,24,23.26389,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/isReplacedBy,91,288,70,0,1,0.315972,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/created,288,288,11,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://lemon-model.net/lemon#context,169,288,4,0,4,2.253472,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/replaces,70,288,91,0,22,0.315972,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#altLabel,273,288,7973,0,61,27.68403,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#status,288,288,3,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#topConceptOf,288,288,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlDefinition,276,288,279,0,2,0.96875,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#endDate,107,288,73,0,1,0.371528,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlNotation,286,288,466,0,2,1.618056,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#decimalPlace,181,288,5,0,1,0.628472,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#inScheme,288,288,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#notation,286,288,466,0,2,1.618056,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/elements/1.1/identifier,288,288,288,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,288,288,2,2,2,2,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/start.use,288,288,120,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/euvoc#startDate,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#imports,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/title,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionInfo,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/created,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2000/01/rdf-schema#comment,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/table.version.number,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2008/05/skos-xl#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2000/01/rdf-schema#label,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2004/02/skos/core#prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,1,2,2,2,2,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/identifier,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/table.id,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/prefLabel,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionIRI,1,1,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/created,7465,14674,15,0,1,0.508723,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2000/01/rdf-schema#label,14674,14674,8826,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,14674,14674,1,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.lexinfo.net/ontology/2.0/lexinfo#gender,1183,14674,3,0,1,0.080619,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2008/05/skos-xl#literalForm,14674,14674,8826,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#status,14674,14674,2,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/type,14674,14674,2,1,1,1,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://lexvo.org/ontology#script,1069,14674,2,0,1,0.07285,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/modified,15,14674,6,0,1,0.001022,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://www.lexinfo.net/ontology/2.0/lexinfo#number,3284,14674,2,0,1,0.223797,http://www.w3.org/2002/07/owl#ObjectProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#endDate,5399,14674,76,0,1,0.36793,http://www.w3.org/2002/07/owl#DatatypeProperty,
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#startDate,14674,14674,124,1,1,1,http://www.w3.org/2002/07/owl#DatatypeProperty,
